C,0,21200501,0
C,0,21200502,0
C,0,21200503,0
C,0,21200504,0
C,0,21200505,0
C,0,21200506,0
C,0,21200507,0
C,0,21200508,0
C,0,21200509,0
C,0,21200510,0
C,0,21200511,0
C,0,21200512,0
C,0,21200513,0
C,0,21200514,0
C,0,21200515,0
C,0,21200516,0
C,0,21200517,0
C,0,21200518,0
C,0,21200519,0
C,0,21200520,0
C,0,21200521,0
C,0,21200522,1
C,0,21200523,0
C,0,21200524,0
C,0,21200525,4
C,0,21200526,4
C,0,21200527,0
C,0,21200528,3
C,0,21200529,4
C,0,21200530,3
C,0,21200531,10
C,0,21200601,26
C,0,21200602,34
C,0,21200603,54
C,0,21200604,65
C,0,21200605,36
C,0,21200606,35
C,0,21200607,44
C,0,21200608,75
C,0,21200609,118
C,0,21200610,129
C,0,21200611,137
C,0,21200612,172
C,0,21200613,211
C,0,21200614,235
C,0,21200615,265
C,0,21200616,312
C,0,21200617,334
C,0,21200618,371
C,0,21200619,331
C,0,21200620,261
C,0,21200621,328
C,0,21200622,199
C,0,21200623,119
C,0,21200624,144
C,0,21200625,111
C,0,21200626,82
C,0,21200627,55
C,0,21200628,44
C,0,21200629,19
C,1,21200501,0
C,1,21200502,0
C,1,21200503,0
C,1,21200504,0
C,1,21200505,0
C,1,21200506,0
C,1,21200507,0
C,1,21200508,0
C,1,21200509,0
C,1,21200510,0
C,1,21200511,0
C,1,21200512,0
C,1,21200513,0
C,1,21200514,0
C,1,21200515,0
C,1,21200516,0
C,1,21200517,0
C,1,21200518,0
C,1,21200519,0
C,1,21200520,0
C,1,21200521,0
C,1,21200522,0
C,1,21200523,0
C,1,21200524,1
C,1,21200525,0
C,1,21200526,0
C,1,21200527,0
C,1,21200528,18
C,1,21200529,7
C,1,21200530,2
C,1,21200531,20
C,1,21200601,18
C,1,21200602,48
C,1,21200603,54
C,1,21200604,57
C,1,21200605,45
C,1,21200606,66
C,1,21200607,99
C,1,21200608,122
C,1,21200609,129
C,1,21200610,138
C,1,21200611,193
C,1,21200612,185
C,1,21200613,219
C,1,21200614,274
C,1,21200615,306
C,1,21200616,335
C,1,21200617,345
C,1,21200618,383
C,1,21200619,375
C,1,21200620,363
C,1,21200621,401
C,1,21200622,159
C,1,21200623,201
C,1,21200624,196
C,1,21200625,165
C,1,21200626,120
C,1,21200627,100
C,1,21200628,53
C,1,21200629,24
C,2,21200501,0
C,2,21200502,0
C,2,21200503,0
C,2,21200504,0
C,2,21200505,0
C,2,21200506,0
C,2,21200507,0
C,2,21200508,0
C,2,21200509,0
C,2,21200510,0
C,2,21200511,0
C,2,21200512,0
C,2,21200513,0
C,2,21200514,0
C,2,21200515,0
C,2,21200516,0
C,2,21200517,0
C,2,21200518,0
C,2,21200519,0
C,2,21200520,0
C,2,21200521,0
C,2,21200522,0
C,2,21200523,0
C,2,21200524,0
C,2,21200525,0
