F,0,21200501,0
F,0,21200502,0
F,0,21200503,0
F,0,21200504,0
F,0,21200505,0
F,0,21200506,0
F,0,21200507,0
F,0,21200508,0
F,0,21200509,0
F,0,21200510,0
F,0,21200511,0
F,0,21200512,0
F,0,21200513,0
F,0,21200514,0
F,0,21200515,0
F,0,21200516,0
F,0,21200517,0
F,0,21200518,0
F,0,21200519,0
F,0,21200520,0
F,0,21200521,0
F,0,21200522,0
F,0,21200523,0
F,0,21200524,0
F,0,21200525,0
F,0,21200526,0
F,0,21200527,0
F,0,21200528,0
F,0,21200529,0
F,0,21200530,0
F,0,21200531,0
F,0,21200601,0
F,0,21200602,1
F,0,21200603,4
F,0,21200604,1
F,0,21200605,3
F,0,21200606,4
F,0,21200607,6
F,0,21200608,11
F,0,21200609,7
F,0,21200610,12
F,0,21200611,34
F,0,21200612,26
F,0,21200613,22
F,0,21200614,39
F,0,21200615,45
F,0,21200616,53
F,0,21200617,46
F,0,21200618,50
F,0,21200619,54
F,0,21200620,69
F,0,21200621,102
F,0,21200622,114
F,0,21200623,115
F,0,21200624,138
F,0,21200625,142
F,0,21200626,146
F,0,21200627,114
F,0,21200628,146
F,0,21200629,131
F,1,21200501,0
F,1,21200502,0
F,1,21200503,0
F,1,21200504,0
F,1,21200505,0
F,1,21200506,0
F,1,21200507,0
F,1,21200508,0
F,1,21200509,0
F,1,21200510,0
F,1,21200511,0
F,1,21200512,0
F,1,21200513,0
F,1,21200514,0
F,1,21200515,0
F,1,21200516,0
F,1,21200517,0
F,1,21200518,0
F,1,21200519,0
F,1,21200520,0
F,1,21200521,0
F,1,21200522,0
F,1,21200523,0
F,1,21200524,0
F,1,21200525,0
F,1,21200526,0
F,1,21200527,0
F,1,21200528,0
F,1,21200529,0
F,1,21200530,0
F,1,21200531,6
F,1,21200601,6
F,1,21200602,11
F,1,21200603,8
F,1,21200604,15
F,1,21200605,13
F,1,21200606,4
F,1,21200607,19
F,1,21200608,5
F,1,21200609,13
F,1,21200610,22
F,1,21200611,31
F,1,21200612,19
F,1,21200613,24
F,1,21200614,19
F,1,21200615,27
F,1,21200616,35
F,1,21200617,60
F,1,21200618,36
F,1,21200619,59
F,1,21200620,62
F,1,21200621,58
F,1,21200622,70
F,1,21200623,72
F,1,21200624,79
F,1,21200625,86
F,1,21200626,98
F,1,21200627,115
F,1,21200628,73
F,1,21200629,78
F,2,21200501,0
F,2,21200502,0
F,2,21200503,0
F,2,21200504,0
F,2,21200505,0
F,2,21200506,0
F,2,21200507,0
F,2,21200508,0
F,2,21200509,0
F,2,21200510,0
F,2,21200511,0
F,2,21200512,0
F,2,21200513,0
F,2,21200514,0
F,2,21200515,0
F,2,21200516,0
F,2,21200517,0
F,2,21200518,0
F,2,21200519,0
F,2,21200520,0
F,2,21200521,0
F,2,21200522,0
F,2,21200523,0
F,2,21200524,0
F,2,21200525,0
F,2,21200526,3
F,2,21200527,0
F,2,21200528,0
F,2,21200529,0
F,2,21200530,0
F,2,21200531,0
F,2,21200601,0
F,2,21200602,0
F,2,21200603,0
F,2,21200604,1
F,2,21200605,1
F,2,21200606,6
F,2,21200607,7
F,2,21200608,3
F,2,21200609,13
F,2,21200610,1
F,2,21200611,12
F,2,21200612,16
F,2,21200613,19
F,2,21200614,35
F,2,21200615,35
F,2,21200616,35
F,2,21200617,52
F,2,21200618,16
F,2,21200619,32
F,2,21200620,56
F,2,21200621,48
F,2,21200622,72
F,2,21200623,45
F,2,21200624,84
F,2,21200625,74
F,2,21200626,60
F,2,21200627,50
F,2,21200628,49
F,2,21200629,69
F,3,21200501,0
F,3,21200502,0
F,3,21200503,0
F,3,21200504,0
F,3,21200505,0
F,3,21200506,0
F,3,21200507,0
F,3,21200508,0
F,3,21200509,0
F,3,21200510,0
F,3,21200511,0
F,3,21200512,0
F,3,21200513,0
F,3,21200514,0
F,3,21200515,0
F,3,21200516,0
